ids	count
1d02d263-bd72-424a-901b-8118c37a066b_ENSG00000136492.10	15.0
1d24998d-63c4-44f6-adea-df09d1449fdc_ENSG00000136492.10	190.0
1d33c99e-6922-4cbd-9cc9-7ef3041e4861_ENSG00000136492.10	7.0
1d54e7ba-9b01-4ce9-a4d9-455d2a71170c_ENSG00000108384.16	7.0
1d58182a-d2f3-4066-bc2d-0e910413223d_ENSG00000185379.21	51.0
1d6389b1-c3da-4269-8c37-9a58915c0b44_ENSG00000136492.10	418.0
1d6bf19f-94d2-4518-99f3-17b56670acf8_ENSG00000136492.10	47.0
1d7e9f5c-ae5d-48ea-828b-adbd55c8ac6d_ENSG00000108384.16	19.0
1d9dd30d-54b3-47de-b90f-f5117854cdcd_ENSG00000136492.10	295.0
1d9f7655-9b36-4462-b923-0c4356d85182_ENSG00000136492.10	42.0
1db0dca2-50e6-4403-b7f1-10285caace88_ENSG00000136492.10	56.0
1dee2156-6771-4fc4-a379-eed6b9871a1c_ENSG00000136492.10	22.0
1dfa9bb8-00f7-45d8-a2f4-022cc431318a_ENSG00000136492.10	16.0
1e2c4148-060c-4f04-855d-9b72b2cae5d3_ENSG00000136492.10	25.0
1e76ccaf-4a25-4ba4-8353-99b8ce239adf_ENSG00000136492.10	50.0
1e843585-4547-4fc3-b5df-839319d306a1_ENSG00000136492.10	121.0
1e94ad34-9df9-4ab4-b94b-20c55697dd30_ENSG00000108384.16	14.0
1ea4e5c1-a822-4e64-8b04-0c19971bac03_ENSG00000136492.10	7.0
1ea74022-c51f-4612-964b-4fc269169b44_ENSG00000136492.10	3.0
1ec6e98b-99c1-4a32-9435-8ffcdc6c575d_ENSG00000136492.10	15.0
1eca7f44-2562-49e6-96f1-0b655726c452_ENSG00000136492.10	11.0
1f00efad-8f78-487e-a059-c6947c37c826_ENSG00000108384.16	55.0
1f0a51c6-e1c9-49fa-a72b-7c68954bcd1b_ENSG00000136492.10	12.0
1f0e3ee9-1a73-4378-b930-3f4ae2ebc2e8_ENSG00000136492.10	52.0
1f19af51-5a5f-492b-9ef5-4c4c8688ca3a_ENSG00000136492.10	17.0
1f56c76f-529f-419c-83d6-33873d2d5014_ENSG00000136492.10	1409.0
1f58f862-af6a-497b-a4ed-a0219da8953b_ENSG00000136492.10	26.0
1f63b79d-c33e-4acf-a0ed-cc9c00bd6bc9_ENSG00000136492.10	11.0
1f6b5077-e643-4849-a9b6-281c43752811_ENSG00000136492.10	15.0
1f7fd5ac-6211-4987-bc8b-ed0ebe1605bb_ENSG00000136492.10	5.0
1f8893ce-601d-47a9-ac27-4a630c2533ba_ENSG00000108384.16	11.0
1fa97fd5-f3d5-4258-aa15-22e35acab80b_ENSG00000136492.10	12.0
1fbdf4cb-cc39-40d0-8e68-dad28e2f3664_ENSG00000108384.16	7.0
1fe64204-495d-45d0-9d66-4e26fe2f2a3b_ENSG00000185379.21	46.0
1ff36fb9-8ef8-4b95-9d52-604def20dd60_ENSG00000108384.16	14.0
20235910-6dc9-4915-a888-cdc63640af25_ENSG00000136492.10	68.0
2054d0f7-ea0a-43a7-8458-0bb11d39ac75_ENSG00000136492.10	43.0
205f1941-038f-4ed9-90bd-c9f18fad0f2d_ENSG00000136492.10	8.0
206ae54d-62d4-4477-be89-34b240e14a57_ENSG00000136492.10	151.0
2075ee9f-22ca-4bdb-a06d-9aafa9931296_ENSG00000136492.10	23.0
20f6e9c2-e2bc-4270-81ba-c42f0509aecf_ENSG00000136492.10	10.0
210e8555-be39-4c34-928a-df156d6e1017_ENSG00000108384.16	2388.0
2117e629-cab4-48c0-b64d-2df22b984ec9_ENSG00000136492.10	9.0
21184fa0-9a57-4137-b5b7-3d8545efd75d_ENSG00000136492.10	7.0
21313d1f-5eab-452d-aa09-53a7c9acd6a1_ENSG00000136492.10	6.0
214712e2-817c-49cb-ab25-6acf6e98aa55_ENSG00000136492.10	12.0
21669f2c-8230-4b9d-8c98-68b80eb69240_ENSG00000136492.10	3.0
217c340f-162b-4e9e-9828-5203e8eee30f_ENSG00000136492.10	244.0
2184cdd4-2777-493e-b75c-86d23aaa78d4_ENSG00000136492.10	10.0
21ae38e1-245b-4fee-915e-d6ddffe8f396_ENSG00000108384.16	117.0
21b6565a-60c1-4d86-84fd-d80b5e244c0f_ENSG00000108384.16	313.0
21d0cca3-6748-4da8-8b2b-0fc18b657450_ENSG00000108384.16	21.0
2213cb4a-ada4-4d68-b7bb-aea4ce772e34_ENSG00000136492.10	36.0
221d1e32-3e55-40e9-b98a-325ece9c5d09_ENSG00000136492.10	21.0
223147b4-ea16-4cbb-a4bc-2310801e7230_ENSG00000136492.10	121.0
22611571-9907-450b-b643-9e3c2c75d77a_ENSG00000136492.10	118.0
22671296-a1ad-4002-8cdb-50a247db304b_ENSG00000108384.16	63.0
22749ee2-be8c-42c2-9dc6-b020a094d51a_ENSG00000136492.10	12.0
2282140e-1ebe-4af8-831f-0ebc3b19cbf8_ENSG00000136492.10	25.0
22a21841-8947-4552-8d56-b9e831ae77e3_ENSG00000136492.10	396.0
22b78666-8e69-4472-86e2-f7b811f75e1e_ENSG00000108384.16	41.0
22cdb7c5-a0c6-4dfe-9d5a-17255ac62b82_ENSG00000136492.10	11.0
22e211a4-60ff-4843-a484-8e6ebd6799b6_ENSG00000136492.10	21.0
230947a8-45a7-4b65-91af-ac6c48fb25b7_ENSG00000136492.10	23.0
2317f7b0-70c8-4b95-9137-fe8fea31aaff_ENSG00000136492.10	22.0
234571b5-a0bb-4d88-beb5-9f7c28852005_ENSG00000136492.10	10.0
235eb961-db5e-421d-875d-2f3106722da4_ENSG00000136492.10	7.0
235f866e-f359-4267-97fe-65cda97ef21c_ENSG00000185379.21	574.0
23637302-6726-4ca6-b079-3489969c6b82_ENSG00000136492.10	8.0
23692725-73c0-4755-bda7-b92c99841e2a_ENSG00000136492.10	92.0
23b3082e-6447-48d5-9b83-cca30108505b_ENSG00000136492.10	257.0
23d0f94d-cba2-496e-a7fe-89b1da8bf13c_ENSG00000108384.16	15.0
241c6e93-2e23-4c0e-b7d6-5487d20f9bb2_ENSG00000136492.10	72.0
2444e260-3fea-463e-b75a-8fb5a6962409_ENSG00000136492.10	18.0
244dd61b-2c83-4c32-a852-e13d5a27e9d6_ENSG00000136492.10	69.0
24512477-45c9-4b57-8474-88844b01267e_ENSG00000108384.16	12.0
245cf33b-6548-4b4d-add8-74cb68907d84_ENSG00000136492.10	4.0
246136ba-5e54-46a2-bf87-ef4b8a01cf1f_ENSG00000136492.10	61.0
247ad88d-e4b7-4cd1-8c2b-3c249dac3445_ENSG00000108384.16	155.0
24a20ef1-fada-4fb9-aa3d-b8da356869ee_ENSG00000185379.21	74.0
24a78d71-76a0-4b83-8d2a-f04071299826_ENSG00000136492.10	7.0
24d7ee52-5b28-4af8-bcbd-7f21739f8714_ENSG00000136492.10	12.0
24e2d573-4f76-446a-b0b9-921b084d5b31_ENSG00000108384.16	14.0
24febf21-a779-424c-b557-85316bd37871_ENSG00000136492.10	17.0
250d7676-cf80-45d8-93f0-601570efe7f0_ENSG00000136492.10	4.0
2527bd02-f573-4487-b490-26910c8f7e02_ENSG00000136492.10	8.0
25368e7e-8a5e-4498-87df-2c3f68ab8c6e_ENSG00000108384.16	24.0
254c37a8-6134-49ec-9ec1-1be6046c3913_ENSG00000136492.10	302.0
25586363-a475-4e5a-861c-18a936de7e8f_ENSG00000136492.10	4.0
255f302f-8917-44a3-a4a5-0f9231722c97_ENSG00000108384.16	9.0
2560d9a9-13f8-4997-873b-951346aa5424_ENSG00000108384.16	66.0
25682633-b3fe-4cc0-9934-6a00382c52f5_ENSG00000136492.10	144.0
256f4703-6ac1-4add-9c94-b3845a7f7a05_ENSG00000136492.10	6.0
25778a31-31e2-4b1f-acbb-287c2c08b60f_ENSG00000136492.10	18.0
25a1fea0-94a3-4f71-8bf7-eb22e620d464_ENSG00000136492.10	11.0
25a6ac31-0758-4116-a429-6d91db181a8e_ENSG00000136492.10	10.0
25b0ac66-9c9b-4ff9-8cf7-c21c5d4018e9_ENSG00000108384.16	89.0
25fe90fa-a6e4-495b-b5c7-92ebf59b0510_ENSG00000136492.10	14.0
260ea65a-3abf-486f-9162-7d3da1c4d975_ENSG00000136492.10	9.0
264c9a2c-9e54-4b05-ba2b-6d34c354734e_ENSG00000136492.10	10.0
266ad36f-1f4b-4de9-9553-93d22fe36b84_ENSG00000136492.10	622.0
26994b4f-3856-4c47-b035-2c75e9dba215_ENSG00000136492.10	4.0
26a01763-225d-400b-8fcf-129634176bec_ENSG00000108384.16	5.0
26ed5dd4-305a-4d64-84c8-b507c2ec58da_ENSG00000136492.10	1840.0
270b9053-2fcc-455a-91f1-128ec67fb3db_ENSG00000136492.10	24.0
27563280-3bb9-4e89-9e93-df66299ca3d3_ENSG00000108384.16	41.0
2765b884-4af7-427b-9ab4-99715dc8e0b4_ENSG00000136492.10	313.0
27773855-2e13-43a0-802f-b3bb0a365ce3_ENSG00000136492.10	7.0
277ca6f3-7290-4bb3-b648-32e615b6b91c_ENSG00000136492.10	8.0
27850bb2-6141-4ca0-ac55-e9ba553ef6fb_ENSG00000136492.10	7.0
2789d25e-faec-4912-851c-880a0da2bdfa_ENSG00000108384.16	12.0
279c7d9b-5da8-4f81-b856-da08ecf42bd8_ENSG00000136492.10	23.0
27bd4a28-5ac9-4198-9e92-6fe7eba1a29f_ENSG00000108384.16	15.0
27ce1b8e-e6e9-43fd-8009-fa51edca15d4_ENSG00000136492.10	20.0
27e56a19-4980-43d9-88c5-a8941ec60181_ENSG00000136492.10	8.0
282cdaf4-693c-4841-a5df-67b913d1b10f_ENSG00000108384.16	21.0
284e059f-5df2-4e52-96e5-75a640c84327_ENSG00000136492.10	833.0
285f44f0-b1c9-4248-ad20-a7bf7e311f1e_ENSG00000136492.10	18.0
2884ddd1-8278-4e5e-bcea-a6977554cfb0_ENSG00000108384.16	193.0
2899772e-4815-48f2-b402-89acb92ad2d9_ENSG00000136492.10	219.0
28b1c746-129a-4b92-9568-615bbc10f879_ENSG00000136492.10	19.0
28fd3b39-a285-4fb2-a5aa-13afcdbb29cb_ENSG00000108384.16	19.0
29038997-02f8-4537-8d2b-ddf74404418b_ENSG00000108384.16	45.0
293e753f-558c-4500-95a7-b4a7aae6bc18_ENSG00000136492.10	20.0
293fb42d-ce05-4532-a5ee-55754bbeff46_ENSG00000136492.10	6.0
29691511-a224-4808-b020-aeede9360def_ENSG00000136492.10	12.0
29742eca-4335-4ad9-a62f-42441369ffa0_ENSG00000136492.10	46.0
297b11af-8df1-49c5-a30b-c3b98e01f2cc_ENSG00000136492.10	20.0
29acad7a-e365-482f-b044-8ed1d30ae71e_ENSG00000136492.10	29.0
29bb76b6-6c20-45bb-b3ce-5da14cddca05_ENSG00000108384.16	21.0
29bf1ca3-a85e-45ac-8bc9-5bcdae4a0c37_ENSG00000136492.10	104.0
29f14757-0825-4eca-9988-247c25f05cb2_ENSG00000136492.10	8.0
2a0d9576-079e-40fa-b8f9-002758530a41_ENSG00000136492.10	6.0
2a117896-b4f1-42ce-82f4-d1d05193cd2d_ENSG00000136492.10	9.0
2a463cdb-ad43-44d1-b401-2f327335f1d1_ENSG00000136492.10	9.0
2a473d1f-b4c1-434c-85cc-5e4c363e2340_ENSG00000136492.10	26.0
2a5d652b-7d1f-40d0-9859-daeeb7869ecd_ENSG00000108384.16	7.0
2a5e3b92-b08b-49f5-8315-53bb7bd73470_ENSG00000136492.10	66.0
2a8c7a73-3b66-412e-b2fa-df426b4e2cd8_ENSG00000136492.10	12.0
2ad3839a-92a3-4e4c-9c97-a392c6e81260_ENSG00000136492.10	101.0
2adfe114-a0ec-4e59-93d3-7d44f9384e66_ENSG00000136492.10	10.0
2b080634-26e6-43bc-b68a-cb43d2a9cb9c_ENSG00000136492.10	66.0
2b3b8133-a43a-4b33-9e73-42ca5194a6f2_ENSG00000108384.16	8.0
2b416acf-716f-4987-893b-0e13a3edffe0_ENSG00000108384.16	65.0
2b54aa6b-6fd0-457b-a8d1-e6a6ea58d06a_ENSG00000185379.21	2570.0
2b57ef5a-76d1-4019-95be-1b86ea141c13_ENSG00000108384.16	5.0
2b80456f-4c3f-453f-9119-178ed3cbcfc5_ENSG00000136492.10	23.0
2b945950-6b59-46b1-a5fd-d458aadd900e_ENSG00000108384.16	530.0
2b9b1d73-02c8-4494-a56b-75cd5bd72ec1_ENSG00000136492.10	7.0
2ba7e712-2ab1-416f-9c9d-5c1730261227_ENSG00000136492.10	11.0
2bb2714d-2292-4ccc-b893-42e004ca00a7_ENSG00000136492.10	10.0
2bb6afc4-ff4f-455f-adb6-552b66a49c2e_ENSG00000185379.21	33.0
2bcc9f37-8517-4809-9810-e566f173b25a_ENSG00000136492.10	5.0
2bd10417-51af-49ca-be82-50d044626cb3_ENSG00000136492.10	1.0
2be011d9-e855-4a16-a5b3-14ab704066bb_ENSG00000108384.16	76.0
2be13c56-b1b5-445e-9a80-a7cdd5c433bc_ENSG00000136492.10	6.0
2be60602-fa96-498e-9fd0-0883a5a97b9a_ENSG00000136492.10	34.0
2bf21d29-f168-471f-b55b-25a68d8b48b5_ENSG00000185379.21	65.0
2bf474b6-5f54-444c-998a-03f77c685cbc_ENSG00000136492.10	22.0
2bfadbd5-4e1b-4433-98b6-944e76b12135_ENSG00000136492.10	2247.0
2c0a21ac-f1b7-41c3-8535-afa0ce4be693_ENSG00000136492.10	4.0
2c11eba3-daeb-4e17-ae99-e49e935a6526_ENSG00000108384.16	745.0
2c307a46-9f70-4dba-a4e2-1604c2d9e1c9_ENSG00000136492.10	140.0
2c40e1e3-f544-46cb-8b0f-c8ef08b499e0_ENSG00000136492.10	8048.0
2c4f2e21-52ca-42f4-8e09-a31049503b3c_ENSG00000136492.10	29.0
2c9038be-f138-49de-830f-dc4a533d69b4_ENSG00000136492.10	4.0
2ca96b2f-83a0-44ee-8427-a1c1753c5029_ENSG00000108384.16	41.0
2caa57c2-f38c-42ef-a1f7-c5946a82ef19_ENSG00000108384.16	15.0
2cfe8448-51f0-4e46-9d45-1c6018725e0d_ENSG00000136492.10	28.0
2d25cffa-abb2-41db-90b3-524b5f0032c7_ENSG00000185379.21	37.0
2d53a5d4-2186-4505-92c9-a5197a9c81a8_ENSG00000108384.16	2686.0
2d79b03c-05fc-4b26-9b36-de55f8fc166c_ENSG00000185379.21	49.0
2d94a4bb-c062-4dac-a82b-f7a7f5c48e48_ENSG00000136492.10	14.0
2dbfc8be-20b4-4955-a77d-086895d895b4_ENSG00000136492.10	6.0
2dcd5a9d-ee71-498e-b764-59f357b289af_ENSG00000136492.10	11.0
2e0f03bc-8e97-4ed5-a461-cc012cc5a1f6_ENSG00000108384.16	34.0
2e172df7-1788-4ccd-9b97-521f5e8a7607_ENSG00000136492.10	227.0
2e1f7b0c-dc4d-4aa0-9f95-38e376bb1bc5_ENSG00000136492.10	17.0
2e241f35-e16f-4e07-a90f-564f545e7796_ENSG00000136492.10	3.0
2e32e4b1-6d9a-4168-b071-d934df9a053f_ENSG00000136492.10	36.0
2e57ac6d-58c5-4d28-aa16-8f00ecf18923_ENSG00000185379.21	46.0
2e67552a-2faa-4517-9737-b7145031ca97_ENSG00000136492.10	77.0
2e813c67-e1ab-4e00-a592-21a7da8767f9_ENSG00000136492.10	23.0
2e874c98-3fdc-4822-ad5b-c14747bdbecd_ENSG00000108384.16	119.0
2e9d7943-ac72-45fd-832a-f01892a70130_ENSG00000136492.10	119.0
2ea546f5-27e0-44c6-9f43-31fdb466d474_ENSG00000136492.10	27.0
2eaec18e-5d28-4c77-9bf7-3cb016a04da1_ENSG00000136492.10	11.0
2eb6b074-66e9-4451-8107-795116cff122_ENSG00000108384.16	24.0
2ebb8167-1e30-432e-94a3-a803dfc250a3_ENSG00000108384.16	11.0
2ed49658-a58d-4fdb-949a-f623acf2c934_ENSG00000136492.10	7.0
2f075fe5-fe2d-40ca-82fe-abcf59ad0f04_ENSG00000136492.10	90.0
2f07f8e5-7c90-4afd-9d69-0ad45386ee57_ENSG00000108384.16	61.0
2f191509-ae35-480b-bc75-c197d1e13e5f_ENSG00000136492.10	18.0
2f23f64d-2851-4251-b03b-aed2a1f007ac_ENSG00000136492.10	3.0
2f4b797d-469b-471d-b033-99df7dc6fb86_ENSG00000136492.10	17.0
2f82fe2d-0ec6-4f41-b7e4-b94c2e5d7a22_ENSG00000136492.10	5.0
2fa1f0e3-9022-474a-9f73-7ec046455e4b_ENSG00000136492.10	210.0
2fb0dbe1-2982-4bb7-897b-e16dd970e59d_ENSG00000136492.10	5.0
2fb36075-f4b6-4b79-8ff8-854d52fe57cb_ENSG00000136492.10	1807.0
2fb62abf-bef8-44e2-beb2-ad8a086e2c34_ENSG00000136492.10	10.0
2ff89925-6622-471d-aa82-f1a8ab3d0231_ENSG00000136492.10	7.0
30008191-6952-48d6-ba3a-e7ee5fd37c43_ENSG00000108384.16	48.0
30512387-f824-4a5a-bffa-dc222460db29_ENSG00000136492.10	9.0
30746ee7-bef0-4a3e-8df7-50c6170266a6_ENSG00000108384.16	75.0
3084ce88-8ebd-49d0-b16d-b16e5a679e5a_ENSG00000136492.10	43.0
3085f46a-dc47-4e5b-81a3-acfab28904b5_ENSG00000108384.16	34.0
30b4a064-ee83-4c8a-8dfb-ed02f9be904f_ENSG00000136492.10	13.0
30c52d33-f422-4ba5-b929-5bc7c07b8251_ENSG00000136492.10	3.0
30e459ba-fe9b-43ae-997c-057fff64125e_ENSG00000108384.16	18.0
30f708a7-5205-4b36-a535-f995f2816d2d_ENSG00000136492.10	4.0
31034ede-73dc-4aa1-9c19-6c5063db0014_ENSG00000136492.10	43.0
31083141-bdfa-472e-8f9f-32422329493e_ENSG00000136492.10	26.0
3123e67f-8199-40b5-a95a-ea01d5777028_ENSG00000136492.10	54.0
313ec88c-c6f8-4bd0-8e46-6d93b32a7f71_ENSG00000108384.16	27.0
315a618f-49b0-449d-966d-a204a7a5e671_ENSG00000108384.16	15.0
31617ffb-fe06-42f0-bd83-5aef44cfa505_ENSG00000136492.10	2.0
31966403-b610-4a3a-b2ce-ec9040e87ebe_ENSG00000136492.10	42.0
31a549a3-c348-4087-9d80-70a277e860fa_ENSG00000136492.10	26.0
31baa63d-5333-439b-b28f-fcf13852ac2f_ENSG00000108384.16	34.0
31f7fb8d-777c-4314-8f25-437f16c7b0c9_ENSG00000108384.16	233.0
31f92d33-7a7b-413e-a091-b3e09522ef2c_ENSG00000108384.16	56.0
322052ba-c9fe-4e5e-bc53-d69bb9f88a07_ENSG00000136492.10	261.0
3231e75d-b6b3-44ee-b70d-be321a76c83e_ENSG00000136492.10	2.0
327d1fb2-50f4-4759-b134-9c6263aa4d44_ENSG00000108384.16	13.0
32b339f0-0857-4975-be94-cb8a9f96a780_ENSG00000136492.10	210.0
32b5e1cc-325b-4c90-a8bb-19d7eeb34430_ENSG00000136492.10	470.0
32bb371f-32fb-4466-96a4-97a978a97fc0_ENSG00000136492.10	13.0
32c2c2fb-63d3-48eb-aceb-3a7b4b969381_ENSG00000136492.10	11.0
32cb2b51-5cea-4377-b554-da4687e8ebb9_ENSG00000108384.16	8.0
32d073d8-9c70-4c7d-bf00-7de186799fdc_ENSG00000185379.21	136.0
32e13d4b-fd7f-4a8f-af71-72b6731eacc2_ENSG00000136492.10	26.0
33268236-16eb-43b6-99b2-b58e439d076e_ENSG00000136492.10	24.0
334990c8-92a1-47cc-94ae-6bcfcc8b5055_ENSG00000108384.16	159.0
334b27ef-0af2-4efd-b7e9-88eba0cdc2a1_ENSG00000136492.10	25.0
335cb7fe-4a36-442e-8d0a-0a6b7b44ce8c_ENSG00000136492.10	78.0
335e84f3-9287-4f2d-ac6a-4afd84dc3b1d_ENSG00000136492.10	101.0
3362e062-9130-403e-8567-5a21a723bf25_ENSG00000185379.21	1161.0
33af9d9f-1b42-4704-a417-873da297fe6f_ENSG00000136492.10	15.0
33b4cbe0-3edf-465f-91c2-e804fbc7f774_ENSG00000108384.16	13.0
33bdc720-a46f-433f-8e08-a6781e410f84_ENSG00000185379.21	258.0
33ca3440-3514-4e04-bfe0-02a2d0b30c8a_ENSG00000136492.10	21.0
33d26144-7f43-4b59-a562-c85f1bab2951_ENSG00000185379.21	256.0
33f2dfa9-39d8-4f6f-b07d-47f7f5ca6075_ENSG00000136492.10	31.0
340785de-3d84-4f2b-a55d-9c2d0c5fcf33_ENSG00000136492.10	5.0
34089fff-2ef7-4cfe-852e-d98609b53f80_ENSG00000136492.10	12.0
342021e8-5ba7-4eef-a48a-c88ebb65b49c_ENSG00000185379.21	73.0
34283e9f-7479-4356-9f55-954968dfa3e1_ENSG00000136492.10	318.0
342c4eed-a670-43f3-8906-c9f82364afb2_ENSG00000136492.10	892.0
34786da7-de25-4858-a779-5db4a69bb38d_ENSG00000136492.10	540.0
347a43e1-5dd2-49a9-ab42-ca9e6bf21cf6_ENSG00000185379.21	41.0
348bb9d6-cbc5-4f3f-87dd-515415f09186_ENSG00000136492.10	22.0
34b773cd-3fc8-47dc-bf3b-afab3b08ec79_ENSG00000136492.10	20.0
34e0294a-bc43-456c-9cbb-88304b21bb3a_ENSG00000108384.16	7.0
34e15eff-d3c5-4313-911a-20b96a84056d_ENSG00000136492.10	4.0
34e778d3-115e-4544-a6e7-ebba0b66ea98_ENSG00000136492.10	26.0
34f3e8b3-a088-46ad-b8fa-e080dd72efd8_ENSG00000136492.10	17.0
34ffcd93-497e-439a-b499-c59871a5e095_ENSG00000108384.16	97.0
351afb12-cab7-4a03-8540-f1c085660fad_ENSG00000108384.16	2338.0
351c2e92-b8d8-47cb-96b2-71ab7417cc17_ENSG00000108384.16	16.0
351edca7-0073-4a0e-9dc4-dd979bf09c0d_ENSG00000136492.10	13.0
355433a6-62ae-4988-b83c-e69f85a7461a_ENSG00000108384.16	5.0
355a7023-3f17-4656-80ad-bb38b8f50d30_ENSG00000136492.10	3839.0
355ffedd-9107-499f-bf79-9d10588be049_ENSG00000108384.16	10.0
356327fa-62e5-49e4-a677-ab531097ff34_ENSG00000136492.10	7.0
356cfbab-6a7e-4495-8057-b3bc3ea6ce4e_ENSG00000136492.10	144.0
357ab995-4b70-493a-a9d3-4c4c764b2a2c_ENSG00000108384.16	154.0
35b12015-d7fe-47c4-a73c-1ee3afaa71c5_ENSG00000108384.16	32.0
35bd0745-52c5-49b4-8f0b-c27a7612b946_ENSG00000108384.16	177.0
35beaa7b-8bc4-4eec-933e-90062ca599ca_ENSG00000108384.16	82.0
35c40779-ed9c-459d-8d44-6013a2237896_ENSG00000108384.16	421.0
35cb8f8d-224c-4686-b622-ab5da816a560_ENSG00000136492.10	25.0
35d270ef-1c96-40d3-94dc-1208b3eea690_ENSG00000185379.21	68.0
35d6b0bd-4cfe-469e-8794-af5bd5bb0926_ENSG00000108384.16	238.0
35e1efe8-1733-4225-8536-1c8de0f5a593_ENSG00000136492.10	9.0
35e7b55d-aa0c-4a94-b51a-34586cd19e66_ENSG00000108384.16	10.0
35e7faa6-aeb6-4590-8507-69515cd3b95e_ENSG00000136492.10	89.0
3600da91-ce85-4f9c-b935-a7828f5aab1a_ENSG00000108384.16	63.0
360b3635-b075-4bc1-9400-6a78addfdd5b_ENSG00000136492.10	92.0
362caf53-cf79-4caf-aea7-b39e78f80cc3_ENSG00000136492.10	32.0
3633fdc0-10e8-4e2f-9bd5-c9a4b3e84202_ENSG00000136492.10	95.0
364bc1f2-1e48-482e-ae99-63540fa10be3_ENSG00000136492.10	2.0
36a07759-cb76-4afd-9859-2e9b1e86ac7d_ENSG00000136492.10	1.0
36bd57e7-853a-49c2-aaea-6daa05a0cb80_ENSG00000136492.10	9.0
36cb901e-6d91-41bf-8b2e-ad336b5d76a4_ENSG00000136492.10	136.0
36d39cfc-2344-436e-b351-1df46422b71c_ENSG00000108384.16	10.0
36d9d41b-8269-42d0-9780-51257afa2373_ENSG00000136492.10	10.0
36efd813-8fa9-4cb8-b148-f6762fc47285_ENSG00000136492.10	17.0
3715d34e-2867-4410-88b6-6465977a84d1_ENSG00000136492.10	11.0
3718c141-66a9-4aea-aa44-b7fb20892bb9_ENSG00000108384.16	2.0
3735ad13-6b33-4502-823b-4a93d2128508_ENSG00000136492.10	8.0
37458c4f-6c41-47d4-97ff-aa5e89de0f67_ENSG00000136492.10	27.0
377f83a7-d073-4fdc-97dc-cec4a1c6f534_ENSG00000136492.10	18.0
3796adb8-da30-42b4-a9d1-cf1222a2704f_ENSG00000136492.10	7.0
37a62dd5-a6ed-4fc3-bddd-be5761b6f20f_ENSG00000108384.16	154.0
37b7bda1-8600-4701-8e36-4038eb4f4e5e_ENSG00000136492.10	37.0
37efb3af-fd79-4a88-9a61-c419749a3864_ENSG00000185379.21	7.0
37f2fac3-0443-43ad-bf15-5b502ae3ad6e_ENSG00000136492.10	11.0
37fe00ec-3007-46f9-be07-956dfefcf579_ENSG00000136492.10	10.0
380bc57e-3f65-4a53-938e-1216c35d3465_ENSG00000136492.10	15.0
3817d355-bfa2-4b21-9f18-ff1aa919ffef_ENSG00000136492.10	205.0
382ce8d8-ded0-4cb7-b4be-30d8a5716fde_ENSG00000136492.10	62.0
3834f9ec-9f4f-4590-97a4-c35eb0837541_ENSG00000136492.10	11.0
384d9ab3-5289-4a59-84fc-ab942141407f_ENSG00000136492.10	16.0
3886c5a6-657a-4408-b94b-aa164d0a881f_ENSG00000136492.10	12.0
38938728-66e2-48a2-a653-bf954310f6a6_ENSG00000108384.16	31.0
389a6b8b-baae-4638-85b3-d7847b6247e2_ENSG00000108384.16	555.0
389c53ee-310a-416a-8c33-40aca135491c_ENSG00000108384.16	25.0
38beca4b-5e78-47c4-b07c-56c345838898_ENSG00000136492.10	4.0
38c6ad8c-9cd0-4cf1-a98a-d837132e23f2_ENSG00000136492.10	142.0
38cb873a-48a0-4343-bd1e-3011216fb6e9_ENSG00000136492.10	3.0
38ce4170-8119-4491-8434-1c8686bc6088_ENSG00000136492.10	12.0
38d4af22-8435-4d64-91af-e1599a025421_ENSG00000136492.10	17.0
390c8033-1a5a-405c-93ea-1b57ceead131_ENSG00000136492.10	8.0
39355fdc-62ed-42a7-8429-a78c71a587f7_ENSG00000136492.10	207.0
3937ed9d-cd7c-4632-bdf7-863ed84f1fc7_ENSG00000136492.10	7.0
396c0248-8cfd-4c01-83d5-0c29e287353c_ENSG00000108384.16	14.0
39804cea-f46a-4689-b477-b46d679b9180_ENSG00000108384.16	253.0
3985d25d-12b7-499b-9dc6-a928b2d315f4_ENSG00000136492.10	13.0
398e5ec9-6ad9-499b-aa12-d49912876cea_ENSG00000108384.16	42.0
399762a2-e6e5-4286-80ea-bd562b6e8173_ENSG00000136492.10	20.0
39b8c926-3623-42fc-9728-abbbac10ac35_ENSG00000136492.10	15.0
39c673d5-2f7f-430e-a92d-e4d24ef3d6bb_ENSG00000108384.16	17.0
39cd2cb9-ca20-4fc7-901c-9d3ff58c42bd_ENSG00000136492.10	211.0
39d3d5ac-4d18-43d0-9afd-ce64dd5be416_ENSG00000108384.16	12.0
39f48036-cdfc-4fd2-9577-48dcc42ff059_ENSG00000136492.10	6.0
3a2a4086-e172-42a9-bfb5-b9511a44b3f7_ENSG00000136492.10	12.0
3a360a8b-4909-4de9-be17-3f15bc8095c5_ENSG00000136492.10	16.0
3a49fa93-357b-4132-9750-372b931ae887_ENSG00000108384.16	8.0
3a4ec657-6c75-4235-97c0-ccd3a50ddae2_ENSG00000136492.10	12.0
3a812311-bf56-4a43-bdc0-44f513b6534e_ENSG00000136492.10	11.0
3a82e864-8e9f-4073-9d37-63560eae312c_ENSG00000136492.10	55.0
3a8f80d9-380c-4474-be81-8bfe4df693b9_ENSG00000108384.16	52.0
3a9619cf-828e-403e-b541-3ba27ca91d86_ENSG00000108384.16	47.0
